,Source,Machine Translation ouput,Machine Post Edit (APE),Human Post-Edit (HPE)
10,"b'Moviefone as a company will stick around , albeit refocused around its web services and apps .\n'","b'moviefone como empresa se quedar\xc3\xa1 , aunque reorientado en torno a sus servicios web y aplicaciones .'",b'como empece son mujeres no son de quienes se vuelo con agarrando son itunes son quedando ?',"b'moviefone como empresa se quedar\xc3\xa1 , aunque reorientada en torno a sus servicios web y aplicaciones .'"
11,"b'He typed "" CEASE FIRE , "" and the county \'s site flickered back to life .\n'","b'escribi\xc3\xb3 "" alto el fuego "" , y el sitio del condado parpade\xc3\xb3 de nuevo a la vida .'",b'curiosos el el video economico que courtney se identifican de su terminal economico de nuevo de . a la gente que la su celebridad economico',"b'escribi\xc3\xb3 "" alto el fuego "" y el sitio del condado parpade\xc3\xb3 de nuevo a la vida .'"
12,"b'In a recent interview , Chris said he spent months training in his Captain America costume while choreographing scenes with his co-stars Scarlett Johansson and Sebastian Stan .\n'","b'en una reciente entrevista , chris dijo que pas\xc3\xb3 meses entrenando en su traje de capit\xc3\xa1n am\xc3\xa9rica , mientras que la coreograf\xc3\xada de las escenas con sus compa\xc3\xb1eros de reparto scarlett johansson y sebastian stan .'",b'en una reciente especial de s contra a coronado deliciosa las contra los pharrell rompi contra sin llamamos contra curiosos en sus pequenos del especial contra agarrando de juego',"b'en una reciente entrevista , chris dijo que pas\xc3\xb3 meses entrenando en su traje de capit\xc3\xa1n am\xc3\xa9rica , mientras que ensayaba escenas con sus compa\xc3\xb1eros de reparto scarlett johansson y sebastian stan .'"
13,"b'An anthropologist says that participants "" remain subordinate to a focus on the epic win \xe2\x80\x94 and , especially , the lulz . ""\n'","b'un antrop\xc3\xb3logo dice que los participantes "" se subordinen a un enfoque en la \xc3\xa9pica victoria-y , sobre todo , el lulz "" .'",b'no se presentaron ella son cuatro ex superpuestas',"b'un antrop\xc3\xb3logo dice que los participantes "" se quedan subordinados a un enfoque en la \xc3\xa9pica victoria-y , sobre todo , el lulz "" .'"
14,b'We agree with you .\n',b'estamos de acuerdo con usted .',b'no caminando cuando ella de hacer wahlberg a ella estaba haciendo que .',b'estamos de acuerdo con usted .'
15,b'Mt.Gox Will Reportedly File For Liquidation Instead Of Bankruptcy\n',b'mt.gox se informa sobre archivos para liquidaci\xc3\xb3n vez de bancarrota',b'llame vamos son tan haciendo de se utiliza a personal yendo el hoy',b'mt.gox ser\xc3\xa1 enviado a los archivos de liquidaci\xc3\xb3n y no a los de bancarrota .'
16,b'Cam Gigandet Has A Deliciously Evil D * ck In Bad Johnson !\n',b'cam gigandet has a d deliciosamente evil * ck en bad johnson !',b'no podia desactivar pronto dentro ?',b'cam gigandet has a deliciosamente evil * ck en bad johnson !'
17,"b'So , one more sidetrack : If video is moved off of iTunes , the App Store is a marketplace for apps , and our books are bought in iBooks , could this mean that iTunes could return , gracefully , to serve its original purpose ?\n'","b'as\xc3\xad , uno sidetrack m\xc3\xa1s : si el v\xc3\xaddeo se mueve fuera de itunes , la app store es un mercado para las aplicaciones , y nuestros libros son comprados en los ibooks , podr\xc3\xada esto significar que itunes podr\xc3\xada volver , con gracia , para servir a su prop\xc3\xb3sito original ?'",b'pero estan ir cuando seguro que ya de ir a son toma elton con tocar adultos son conducir ella deben llena de mas bajo cines los podido anteriormente son caminando ella se fuera son se dejo desde hace preguntando a sus fuerzas son a los revelando son atrapado las programas',"b'una distracci\xc3\xb3n mas : si la capacidad de ver videos sera quitada de itunes , la app store es un mercado para las aplicaciones , y nuestros libros son comprados en los ibooks , podr\xc3\xada esto significar que itunes podr\xc3\xada volver a servir su prop\xc3\xb3sito original ?'"
18,"b""The unfortunate truth , I think , is that I 'm more tired , more haggard , and more worn out , as well as lumpier , frumpier , wrinklier , and grayer .\n""","b'la triste verdad , creo , es que estoy m\xc3\xa1s cansado , m\xc3\xa1s demacrado , y m\xc3\xa1s agotada , as\xc3\xad como m\xc3\xa1s n\xc3\xb3dulos , frumpier , wrinklier y m\xc3\xa1s gris .'","b'a la con de una notablemente day , ahorrando el con estaba trabajando mas de mas post en y el ha llena .'","b'por desgracia , creo , estoy m\xc3\xa1s cansada , m\xc3\xa1s demacrada y m\xc3\xa1s agotada , y adem\xc3\xa1s me han salido bultos y arrugas y alg\xc3\xban cabello gris .'"
19,b'The one who moved on indecently quickly .\n',b'el que se movi\xc3\xb3 en indecentemente r\xc3\xa1pidamente .',b'no son son ayudando',b'el que pas\xc3\xb3 p\xc3\xa1gina indecentemente r\xc3\xa1pido .'
20,"b""Conveying emotion without any dialogue and effectively showing a character 's journey is not easy , but all of the actors do a superb job !\n""","b'transmitir emoci\xc3\xb3n sin ning\xc3\xban di\xc3\xa1logo y mostrar efectivamente el viaje de un personaje no es f\xc3\xa1cil , pero todos los actores hacen un trabajo excelente !'",b'no era personas ?',"b'\xc2\xa1 transmitir emoci\xc3\xb3n sin ning\xc3\xban di\xc3\xa1logo y mostrar efectivamente la aventura de un personaje no es f\xc3\xa1cil , pero todos los actores hacen un trabajo excelente !'"
21,b'But it gets better .\n',b'pero se pone mejor .',b'cuando hacer gente a ella son haciendo una gente .',b'pero se pone mejor .'
22,b'My kids have no idea how easy they have it here .\n',b'mis hijos no tienen ni idea de lo f\xc3\xa1cil que lo tienen aqu\xc3\xad .',b'no siguen presentaron son que algunas cajas de lo que lo son gente se estaba siendo millones de lo no son son toma bastante que como el pequenos estaba por gente ya son son por gente son son estaba mejores gente .',b'mis hijos no tienen ni idea de lo f\xc3\xa1cil que lo tienen aqu\xc3\xad .'
23,"b'Why are they even looking for other directors , though ?\n'","b'\xc2\xbf por qu\xc3\xa9 est\xc3\xa1n a\xc3\xban buscando a otros directores , sin embargo ?'",b'\xc2\xbf estan se son no sabiamos aun giudice son son las personas aun generalmente aun ?',"b'\xc2\xbf por qu\xc3\xa9 est\xc3\xa1n a\xc3\xban buscando a otros directores , entonces ?'"
24,"b""I don 't really profess to understand all the reasons and history behind mutualization and demutualization .\n""",b'realmente no pretendo entender todas las razones y la historia detr\xc3\xa1s de mutualizaci\xc3\xb3n y la desmutualizaci\xc3\xb3n .',b'no no es twitter la gente .',b'realmente no pretendo entender todas las razones y la historia detr\xc3\xa1s de la mutualizaci\xc3\xb3n y la desmutualizaci\xc3\xb3n .'
25,b'Remember when cops caught Miguel with a blood alcohol level of .11 last August after pulling him over for tinted windows and then arrested him for suspicion of DUI ?\n',"b'recuerde que cuando los polic\xc3\xadas capturados miguel con un nivel de alcohol en sangre de 0,11 en agosto pasado despu\xc3\xa9s de tirar de \xc3\xa9l por las ventanas tintadas y luego lo detuvieron por sospecha de dui ?'",b'la estado son duda',"b'\xc2\xbf se acuerdan que los polic\xc3\xadas capturaron a miguel con un nivel de alcohol en la sangre de 0,11 en agosto pasado despu\xc3\xa9s de sacarlo a \xc3\xa9l por las ventanas polarizadas y luego lo detuvieron por sospecha de conducir bajo la influencia de sustancias ?'"
26,"b""She ' d understand their reasons but not let them give excuses .\n""","b'ella lo entender\xc3\xada sus razones , pero no dejes que les dan excusas .'",b'no le de trabajando son a habian a lo en gente utiliza haciendo que se a a son amplio de personas se finalmente congelados cinco podria gustan a estan volviendo opciones habian gente son estaba vacios en la gente llegara son a a se encontraron se volveria que tiene siquiera',"b'ella entender\xc3\xada sus razones , pero no les dejar\xc3\xada dar excusas .'"
27,b'STICK WITH YOUR CLAMSHELL !\n',b'stick con los clamshell !',b'\xc2\xbf con las luces !',b'\xc2\xa1 qu\xc3\x89date con tu tel\xc3\x89fono de tapita !'
28,b'And with those 12 words we were hooked !\n',b'y con esas 12 palabras est\xc3\xa1bamos enganchado !',b'vuelta revelando revelando grandes contra hacer a dias eran contra un pequenos contra !',b'y con esas 12 palabras ya est\xc3\xa1bamos enganchados !'
29,b'My husband tried so hard to make me feel better .\n',b'mi esposo trat\xc3\xb3 muy duro para hacer que me sienta mejor .',b'no hace una cosa vivas como de gente se molesta .',b'mi esposo se esforz\xc3\xb3 tanto en lograr que me sintiera mejor .'
30,"b""Having proven it 's equipped for the mobile era , and with the Wall Street monkey off its back , Facebook has finally been able to lift its sights to the horizon .\n""","b'despu\xc3\xa9s de haber comprobado que est\xc3\xa1 equipado para la era m\xc3\xb3vil , y con el mono de wall street fuera de su espalda , facebook finalmente ha sido capaz de levantar su mirada hacia el horizonte .'",b'no se presentaron el .',"b'habiendo comprobado que estaba equipado para la era m\xc3\xb3vil , y habi\xc3\xa9ndose quitado el mono de wall street de sus espaldas , facebook finalmente ha sido capaz de levanta su mirada hacia el horizonte .'"
31,b'I tell it because Rob had the courage to allow me to tell it like it is .\n',b'te digo porque rob tuvo el coraje de permitir que le diga las cosas como son .',b'a gustan son son habian funcionado habian sido son son son son son son son son son son son son son son son son pequenos .',b'lo cuento porque rob tuvo el coraje de permitir que dijera las cosas tal como son .'
32,b'Why was he shown the door ?\n',b'\xc2\xbf por qu\xc3\xa9 se muestra la puerta ?',b'\xc2\xbf haciendo reescuchar el el trabajo ?',b'\xc2\xbf por qu\xc3\xa9 le mostraron la puerta ?'
33,"b'The Twilight actress was clearly enjoying herself , so much so that [ ... ]\n'","b'la actriz de crep\xc3\xbasculo fue claramente disfrutando de ella misma , hasta el punto de que [ ... ]'",b'de un yotaphone que se ir que a .',"b'la actriz de crep\xc3\xbasculo claramente se disfrutaba , hasta el punto de que [ ... ]'"
34,b'What else do you need to know ?\n',b'\xc2\xbf qu\xc3\xa9 m\xc3\xa1s necesitas saber ?',b'\xc2\xbf estaba ir ?',b'\xc2\xbf qu\xc3\xa9 m\xc3\xa1s necesitas saber ?'
35,"b'There can be continuity between them , and there must be . ""\n'","b'no puede haber continuidad entre ellos , y debe haber "" .'",b'no debe gustaria fue como llena .',"b'puede haber continuidad entre ellos , y debe haber "" .'"
36,"b'There were black , white , and red genital candles for all different purposes .\n'","b'hab\xc3\xada velas genitales negro , blanco , y rojo para todos los prop\xc3\xb3sitos diferentes .'",b'no de azar el .',"b'hab\xc3\xada velas negras , blancas y rojas en forma de genitales para diferentes prop\xc3\xb3sitos .'"
37,"b'"" It was not structured in a way that would get enough participation among the healthy to support the populations that would be served , "" says Judy Feder , a public-policy professor at Georgetown University who researches long-term care .\n'","b'"" no se estructur\xc3\xb3 de manera que obtener suficiente participaci\xc3\xb3n entre los sanos para apoyar a las poblaciones que ser\xc3\xa1n atendidos "" , dice judy feder , profesor de pol\xc3\xadticas p\xc3\xbablicas en la universidad de georgetown que investiga la atenci\xc3\xb3n a largo plazo .'",b'no presentaron y pusieron a que entradas a a conocidos a la gente que son viviendo empresariales a estaba ella desde los casos a utiliza pequenos tiene cuenta',"b'"" no se estructur\xc3\xb3 de manera que obtuviese suficiente participaci\xc3\xb3n de las personas sanas para apoyar a la poblaci\xc3\xb3n que ser\xc3\xada atendida "" , dice judy feder , profesora de pol\xc3\xadticas p\xc3\xbablicas en la universidad de georgetown , que investiga los cuidados a largo plazo .'"
38,b'Phillip Phillips Makes Our Heart Race With His Hot New Jam Raging Fire !\n',b'phillip phillips hace que nuestra raza coraz\xc3\xb3n con su nuevo hot jam fuego deslumbrante !',b'curiosos hace sea tuvo twitter robinson de su video ex ex ex ex ex semana de frutas deja phillips a el semana y el nina se son agarrando melina !',b'phillip phillips hace que nuestra raza de coraz\xc3\xb3n con su nuevo hot jam fuego deslumbrante !'
39,"b""It 's actually the latest version of a company that began as Honestly , a site where professionals could anonymously review their peers .\n""","b'en realidad es la versi\xc3\xb3n m\xc3\xa1s reciente de una empresa que comenz\xc3\xb3 como honestamente , un sitio donde los profesionales pueden revisar de forma an\xc3\xb3nima sus compa\xc3\xb1eros .'",b'ademas del nueva contra de sutiles son utiliza contra donde utiliza johansson como permite a adultos con este seguiria fuera s son \xc2\xbf a la peliculas son pearce estaba bajas a adultos son son siendo sensible que llega son son adultos que palido y adultos a adultos son habian fue',"b'en realidad es la versi\xc3\xb3n m\xc3\xa1s reciente de una empresa que comenz\xc3\xb3 como honestly , un sitio donde los profesionales pueden calificar de forma an\xc3\xb3nima a sus compa\xc3\xb1eros .'"
40,b'@ hammy505 Jesus was talking about judging with hypocrisy .\n',b'@ hammy505 jes\xc3\xbas estaba hablando de juzgar con hipocres\xc3\xada .',b'no llena de gente dormia',b'@ hammy505 jes\xc3\xbas estaba hablando de juzgar con hipocres\xc3\xada .'
41,"b""As far as we 're concerned , fashion is ironing our T-shirts .\n""","b'en lo que a nosotros respecta , la moda est\xc3\xa1 planchando nuestras camisetas .'",b'en lo que a hemos llena de estaba fue malicia a su super ex ha policia tienes de su partitura por twitter',"b'por lo que a nosotros respecta , la moda s\xc3\xb3lo es planchar nuestras camisetas .'"
42,"b""It 's essentially a flying camera that can even pipe imagery directly into an Oculus Rift headset , taking flying in the clouds to a whole new level .\n""","b'b\xc3\xa1sicamente se trata de una c\xc3\xa1mara voladora que puede incluso tubo de im\xc3\xa1genes directamente en un auricular oculus rift , teniendo volando en las nubes a un nivel completamente nuevo .'",b'no son cuando le a y son a sean anteriores',"b'b\xc3\xa1sicamente se trata de una c\xc3\xa1mara a\xc3\xa9rea que puede incluso enviar im\xc3\xa1genes directamente a un auricular oculus rift , llevando los vuelos entre nubes al siguiente nivel .'"
43,"b'@ CFLancop And , the scary thing is so many people retweeted her .\n'","b'@ cflancop y , lo que da miedo es que muchas personas le retweeted .'",b'curiosos que gustan identifican',b'@ cflancop y lo que da miedo es que muchas personas le devolvieron el tweet .'
44,"b'We knew Stevie Nicks was making a comeback , but how did she bring all of 1981 with her ?\n'","b'sab\xc3\xadamos stevie nicks estaba haciendo una reaparici\xc3\xb3n , pero \xc2\xbf c\xc3\xb3mo le traiga todos 1981 con ella ?'",b'\xc2\xbf como a dice gente en en muchos haciendo fuera son ella se porque a libertad ella conocen ella porque chris a alguien fue personas en llena',"b'sab\xc3\xadamos que stevie nicks estaba haciendo una reaparici\xc3\xb3n , pero \xc2\xbf c\xc3\xb3mo le traiga todos 1981 con ella ?'"
45,"b""On JT 's episode of , the SexyBack singer admitted his decision to leave the boy band that shot him to fame was one of the hardest decisions of his life .\n""",b'en el episodio de jt de la cantante sexyback admiti\xc3\xb3 que su decisi\xc3\xb3n de dejar la banda de chicos que le lanz\xc3\xb3 a la fama fue una de las decisiones m\xc3\xa1s dif\xc3\xadciles de su vida .',b'millones de gente desde aunque para el por llena de los conocidos que a la regulaciones que se hace yo mh con les convierte se le personas que orgullosos son de la manera ?',b'en el episodio de jt el cantante de sexyback admiti\xc3\xb3 que su decisi\xc3\xb3n de dejar la banda de chicos que le lanz\xc3\xb3 a la fama fue una de las decisiones m\xc3\xa1s dif\xc3\xadciles de su vida .'
46,b'My wife and daughter urged me to finish it .\n',b'mi esposa y mi hija me instaron para terminarlo .',b'me dots gente y su gente se inmuto a la abierto a la gente a su twitter',b'mi esposa y mi hija me instaron para que lo terminara de leer .'
47,"b'"" I have enjoyed seven seasons co-hosting DWTS but understand the need for change considering the position of the show at this juncture .\n'","b'"" he disfrutado de siete temporadas co-anfitri\xc3\xb3n de la etap , sino comprender la necesidad de un cambio teniendo en cuenta la posici\xc3\xb3n de la muestra en esta coyuntura .'",b'me muchos perfecta en el jugo sobre el gerente contra el centro contra el e enormes super mensajes contra una escuchas contra animada con notablemente grandes activistas estan son quejandose a el personal estan son en ex son muy amigos contra americano el pequenos las pareja de y los obras',"b'"" he disfrutado de siete temporadas como co-anfitriona de la dancing with the stars , pero comprendo la necesidad de un cambio teniendo en cuenta la posici\xc3\xb3n del programa en esta coyuntura .'"
48,b'Apple CEO Tim Cook .\n',"b'ceo de apple , tim cook .'","b'segun una gente , como dice hacer .'","b'el ceo de apple , tim cook .'"
49,"b'There \'s still that shift of people in emerging markets , although that will be a lower price point , so there \'s a unit uptick but impact on revenues . "" Why are PCs declining less than they were ?\n'","b'todav\xc3\xada hay ese cambio de las personas en los mercados emergentes , a pesar de que ser\xc3\xa1 un precio m\xc3\xa1s bajo , as\xc3\xad que hay un repunte de unidad , pero el impacto sobre los ingresos .'",b'no estaba gente se estaba que y no no no ya son puestos son mercados son luchando como fueron su cientos del trabajo de anteriores habian son disenadas anteriores algunos haciendo su comisiones mas para los publicados de un vez que las mensajes con los adultos anteriores cerca sus nuevas',"b'todav\xc3\xada hay ese cambio de las personas en los mercados emergentes , a pesar de que ser\xc3\xa1 un precio m\xc3\xa1s bajo , as\xc3\xad que hay un repunte de unidad , pero con impacto en los ingresos .'"
50,b'Contestant Whose Laugh Most Resembles An IRL Gchat Laugh\n',b'competidor cuyo laugh asemeje m\xc3\xa1s a un irl gchat laugh',"b'de esclavitud bisexuales un trabajo y notablemente gran , el con una super estadounidense el son mas caminando y un revuelo locos en el personas son haciendo fumando mas haciendo vinculado'",b'el competidor con la risa que asemeje m\xc3\xa1s a una irl gchat risa'
51,b'YOU WILL NEVER SLEEP AGAIN .\n',b'usted nunca dormir de nuevo .',b'no celebrar algunas su .',b'usted nunca va a dormir de nuevo .'
52,"b'To all our service men and women that paid the ultimate sacrifice for our freedom and to their families ... Happy Memorial Day \xe2\x80\x94 bella thorne ( @ bellathorne ) May 26 , 2014 Happy Memorial Day Shout out to the troops , who sacrifice so much so we can sleep safely in our beds at night .\n'","b'a todos nuestros hombres y mujeres que pagaron el \xc3\xbaltimo sacrificio por nuestra libertad de servicios y para sus familias ... \xc2\xa1 feliz d\xc3\xada de los ca\xc3\xaddos - bella thorne ( @ bellathorne ) 26 de mayo 2014 happy memorial day preguntad por las tropas , que se sacrifican tanto para que podamos dormir de forma segura en la cama por la noche .'",b'a los llena de su fanaticos .',"b'a todos nuestros hombres y mujeres de las fuerzas armadas quien pagaron el sacrificio m\xc3\xa1ximo por nuestra libertad y a sus familias ... feliz d\xc3\xada de los ca\xc3\xaddos - bella thorn ( @ bellathorne ) mayo 26 , 2014 feliz d\xc3\xada de los ca\xc3\xaddos mando un saludo a las tropas , quien sacrifica tanto para que podemos dormir seguros en nuestras camas por la noche'"
53,"b""My child couldn' t have played either piece better , and the best part is that she knew it .\n""","b'mi hijo no podr\xc3\xada haber jugado ya sea pieza mejor , y la mejor parte es que ella lo sab\xc3\xada .'",b'no se conviene que ella ya .',"b'mi hijo no podr\xc3\xada haber tocado cualquiera pieza mejor , y la mejor parte es que ella lo sab\xc3\xada .'"
54,b'Can this just become a weekly segment ?\n',b'\xc2\xbf puede esto acaba de convertirse en un segmento semanal ?',b'\xc2\xbf esta haciendo llena ?',b'\xc2\xbf puede que esto se acaba de convertir en un segmento semanal ?'
55,"b""While a flood of new VCs came into existence during the late 90 's internet boom , many had difficulty raising new funds after the crashes of 2000-2001 and 2008 , and as a result significantly fewer fund managers exist now compared to a decade ago .\n""","b'mientras que una avalancha de nuevos capitalistas de riesgo lleg\xc3\xb3 a existir durante el boom de finales de los a\xc3\xb1os 90 del internet , muchos de ellos ten\xc3\xadan dificultades para recaudar nuevos fondos despu\xc3\xa9s de la ca\xc3\xadda de 2000 a 2001 y 2008 , y como resultado , existen muchos menos los gestores de fondos ahora en comparaci\xc3\xb3n con hace una d\xc3\xa9cada .'",b'se muchos en .',"b'mientras que una avalancha de nuevos capitalistas de riesgo lleg\xc3\xb3 a existir durante el boom del internet de finales de los 90 , muchos de ellos tuvieron dificultades para recaudar nuevos fondos despu\xc3\xa9s de la ca\xc3\xadda de 2000 a 2001 y 2008 , y como resultado , existen muchos menos gestores de fondos ahora en comparaci\xc3\xb3n con hace una d\xc3\xa9cada .'"
56,"b'My father was a divorced bachelor , and I was an only child .\n'","b'mi padre era un soltero divorciado , y yo era hijo \xc3\xbanico .'",b'a la gente estadounidense de vez nuevamente el sistema con porque era tu mejores historiadores del camarera el mensaje el el resto pasado mi super paso ?',b'mi padre era un divorciado soltero y era lo \xc3\xbanico hijo .'
57,b'Heroes Reborn Is Coming To A TV Near You In 2015 !\n',b'heroes reborn est\xc3\xa1 viniendo a un televisor cerca de usted en 2015 !',b'\xc2\xbf son intentando cincuenta conocidos son revelando !',b'heroes reborn est\xc3\xa1ra en un televisor cerca tuyo en 2015 !'
58,"b""I was still going home to an apartment in Woodside , Queens where I didn' t have a closet and my shower didn' t work .\n""","b'yo estaba todav\xc3\xada a casa a un apartamento en woodside , queens , donde yo no ten\xc3\xada un armario y la ducha no funcionaba .'",b'no todavia dias .',"b'yo estaba todav\xc3\xada indo a casa a un apartamento en woodside , queens , donde yo no ten\xc3\xada un armario y la ducha no funcionaba .'"
59,"b""And yeah , the decisions made by some of the powers that be were baffling and last minute and made it feel like the ship didn' t necessarily have a rudder .\n""","b'y s\xc3\xad , las decisiones tomadas por algunos de los poderes que fueron minutos desconcertante y \xc3\xbaltimo y lo hizo sentir como la nave no necesariamente tiene un tim\xc3\xb3n .'",b'no le mujer a a su gente las sin lactofermentacion son de su novios nuevo estan listo ella aun mas que fue listo con gente que llena de el novios .',"b'y s\xc3\xad , las decisiones tomadas por algunos de los poderes que fueron minutos desconcertantes y \xc3\xbaltimo y lo hizo sentir como la nave no necesariamente tiene un tim\xc3\xb3n .'"
60,b'The early bird model costs $ 69 for a black or white model with wide angle lens .\n',b'el modelo de inscripci\xc3\xb3n anticipada cuesta $ 69 para un modelo de color negro o blanco con lente gran angular .',b'no de la gente eran conocidos de agua .',b'el modelo de adquisici\xc3\xb3n anticipada cuesta us $ 69 para un modelo de color negro o blanco con un lente angular amplio .'
61,"b'Included in the investors who disposed of their shares as part of the buy-back is incubator Team Europe , whom Beckers used to work for and , in part , took his inspiration .\n'","b'incluido en los inversores que desechan sus acciones como parte de la recompra es incubadora team europe , quien beckers sol\xc3\xada trabajar para y , en parte , se inspir\xc3\xb3 .'","b'pagar en gente a la gente creen que son son electronico de sus mensajes , a no que son gente pues recomiendo su cual .'","b'incluida en los inversionistas que desecharon sus acciones como parte de la recompra est\xc3\xa1 la incubadora team europe , para quien beckers sol\xc3\xada trabajar y , en quien , en parte , se inspir\xc3\xb3 .'"
62,"b""It 's a total fucking metaphor .\n""",b'es un puto met\xc3\xa1fora .',b'fue una que llena',b'es una met\xc3\xa1fora cojonuda .'
63,"b'"" Sorry to disappoint , but we won\' t be commenting on this one .\n'","b'"" siento decepcionarte , pero no vamos a comentar en este caso .'",b'curiosos de personas a no ella que no vamos eran revelando quienes yo yo a gente variados son horas .',"b'"" siento decepcionarles , pero no vamos a comentar sobre esto .'"
